id_factura,id_cliente,periodo,id_plan,monto,fecha_vencimiento,fecha_pago,medio_pago
F567188,C5619,2025-11,P05,97667.36,2025-12-10,2025-12-10,Mercado Pago
F587187,C4578,2026-04,P02,45661.19,2026-05-10,2026-05-15,Transferencia
F501723,C2723,2024-08,P04,59024.3,2024-09-10,2024-09-11,Débito automático
F560939,C3172,2025-10,P01,28182.12,2025-11-10,2025-11-14,Transferencia
F587673,C5184,2026-04,P01,34272.01,2026-05-10,2026-05-10,Débito automático
F554355,C5232,2025-08,P01,28673.09,2025-09-10,2025-09-13,Transferencia
F600193,C5502,2026-07,P02,46044.93,2026-08-10,2026-08-10,Mercado Pago
F512953,C1220,2024-11,P01,22192.12,2024-12-10,2024-12-17,Transferencia
F502019,C3019,2024-08,P03,41646.89,2024-09-10,10/09/2024,Transferencia
F527000,C2625,2025-02,P02,32857.06,2025-03-10,,
F511392,C3960,2024-10,P04,56000.2,2024-11-10,2024-11-10,Débito automático
F525287,C5277,2025-01,P04,63359.94,2025-02-10,2025-02-10,Efectivo / Sucursal
F572579,C2054,2026-01,P02,43486.93,2026-02-10,,
F535387,C2583,2025-04,P02,35970.98,2025-05-10,2025-05-12,Mercado Pago
F552686,C3303,2025-08,P03,55213.07,2025-09-10,2025-09-16,Tarjeta
F516411,C4784,2024-11,P03,41415.74,2024-12-10,10/12/2024,Débito automático
F545857,C5013,2025-06,P01,27105.44,2025-07-10,10/07/2025,Transferencia
F541002,C4208,2025-05,P01,26376.4,2025-06-10,,
F547352,C2004,2025-07,P03,49356.67,2025-08-10,,
F550210,C5250,2025-07,P02,35668.12,2025-08-10,2025-08-17,Tarjeta
F526491,C2091,2025-02,P06,100187.35,2025-03-10,2025-03-10,Mercado Pago
F558823,C5587,2025-09,P03,54486.7,2025-10-10,2025-10-18,Transferencia
F531429,C2847,2025-03,P01,24066.38,2025-04-10,2025-04-10,Efectivo / Sucursal
F543998,C2913,2025-06,P06,117724.88,2025-07-10,,
F511719,C4290,2024-10,P02,29935.94,2024-11-10,,
F555653,C1926,2025-09,P02,38524.65,2025-10-10,2025-10-17,Mercado Pago
F598972,C3905,2026-07,P02,46889.61,2026-08-10,2026-08-13,Mercado Pago
F590687,C3774,2026-05,P01,33293.51,2026-06-10,,
F593718,C2425,2026-06,P03,65174.48,2026-07-10,,
F513737,C2027,2024-11,P05,75935.04,2024-12-10,2024-12-10,Mercado Pago
F522106,C1928,2025-01,P02,32325.51,2025-02-10,10/02/2025,Débito automático
F523584,C3484,2025-01,P01,23012.09,2025-02-10,2025-02-10,Efectivo / Sucursal
F594572,C3499,2026-06,P02,46332.38,2026-07-10,10/07/2026,Efectivo / Sucursal
F533300,C4872,2025-03,P01,24456.83,2025-04-10,2025-04-10,Débito automático
F553383,C4119,2025-08,P04,77592.41,2025-09-10,2025-09-10,Débito automático
F588566,C1137,2026-05,P04,88991.73,2026-06-10,2026-06-10,Mercado Pago
F564534,C2500,2025-11,P05,98759.05,2025-12-10,2025-12-10,Mercado Pago
F509643,C2174,2024-10,P02,30788.2,2024-11-10,2024-11-10,Tarjeta
F559830,C1902,2025-10,P05,98469.35,2025-11-10,2025-11-11,Débito automático
F546722,C1305,2025-07,P06,111365.62,2025-08-10,2025-08-10,Débito automático
F556367,C2742,2025-09,P01,28562.94,2025-10-10,10/10/2025,Mercado Pago
F503346,C4346,2024-08,P03,41247.79,2024-09-10,2024-09-15,Débito automático
F576491,C1700,2026-02,P01,29794.64,2026-03-10,2026-03-10,Mercado Pago
F522255,C2087,2025-01,P05,81775.8,2025-02-10,10/02/2025,Débito automático
F510519,C3065,2024-10,P03,41551.8,2024-11-10,2024-11-10,Transferencia
F546730,C1315,2025-07,P03,50293.4,2025-08-10,2025-08-10,Débito automático
F600083,C5356,2026-07,P01,34393.53,2026-08-10,2026-08-13,Débito automático
F503499,C4499,2024-08,P02,28869.94,2024-09-10,2024-09-10,Mercado Pago
F516834,C5220,2024-11,P02,30020.03,2024-12-10,2024-12-10,Tarjeta
F550061,C5082,2025-07,P02,35215.25,2025-08-10,2025-08-14,Débito automático
F558370,C5062,2025-09,P05,99190.53,2025-10-10,2025-10-12,Débito automático
F578847,C4549,2026-02,P03,59670.47,2026-03-10,2026-03-12,Efectivo / Sucursal
F589182,C1896,2026-05,P02,45586.09,2026-06-10,2026-06-10,Transferencia
F526607,C2218,2025-02,P01,23555.21,2025-03-10,2025-03-10,Transferencia
F548557,C3361,2025-07,P01,25862.55,2025-08-10,,
F597873,C2490,2026-07,P02,45330.4,2026-08-10,2026-08-10,Transferencia
F599579,C4701,2026-07,P06,148308.62,2026-08-10,10/08/2026,Transferencia
F506378,C3149,2024-09,P02,30670.84,2024-10-10,2024-10-10,Tarjeta
F560635,C2823,2025-10,P04,74884.45,2025-11-10,2025-11-10,Mercado Pago
F550005,C5019,2025-07,P01,25878.23,2025-08-10,2025-08-10,Transferencia
F504491,C1249,2024-09,P05,73929.59,2024-10-10,15/10/2024,Transferencia
F586002,C3088,2026-04,P03,65069.61,2026-05-10,2026-05-10,Transferencia
F542707,C1478,2025-06,P02,35143.4,2025-07-10,10/07/2025,Efectivo / Sucursal
F510787,C3338,2024-10,P02,29381.93,2024-11-10,2024-11-10,Transferencia
F545448,C4557,2025-06,P02,35765.13,2025-07-10,2025-07-10,Débito automático
F585918,C2989,2026-04,P01,34622.16,2026-05-10,2026-05-22,Débito automático
F555449,C1697,2025-09,P02,39739.05,2025-10-10,,
F581946,C3228,2026-03,P01,29956.41,2026-04-10,2026-04-22,Efectivo / Sucursal
F522762,C2615,2025-01,P01,24210.91,2025-02-10,20/02/2025,Tarjeta
F599849,C5048,2026-07,P06,141802.41,2026-08-10,2026-08-10,Débito automático
F572650,C2137,2026-01,P04,78546.94,2026-02-10,2026-02-10,Mercado Pago
F586529,C3740,2026-04,P03,62765.16,2026-05-10,2026-05-10,Efectivo / Sucursal
F557204,C3699,2025-09,P03,55439.91,2025-10-10,2025-10-10,Efectivo / Sucursal
F543939,C2847,2025-06,P01,25879.1,2025-07-10,2025-07-10,Débito automático
F566945,C5338,2025-11,P02,38656.19,2025-12-10,2025-12-10,Tarjeta
F569448,C3323,2025-12,P01,30163.98,2026-01-10,2026-01-10,Débito automático
F585129,C2021,2026-04,P06,146372.32,2026-05-10,2026-05-10,Transferencia
F553607,C4375,2025-08,P04,74428.24,2025-09-10,2025-09-10,Tarjeta
F534903,C2057,2025-04,P04,70084.21,2025-05-10,2025-05-10,Transferencia
F578043,C3560,2026-02,P06,133552.88,2026-03-10,10/03/2026,Débito automático
F529685,C5485,2025-02,P02,33955.81,2025-03-10,2025-03-10,Débito automático
F518905,C2999,2024-12,P02,33063.72,2025-01-10,,
F595322,C4463,2026-06,P03,61655.44,2026-07-10,2026-07-15,Débito automático
F567657,C1244,2025-12,P06,138887.23,2026-01-10,2026-01-14,Débito automático
F550143,C5174,2025-07,P03,51607.77,2025-08-10,10/08/2025,Transferencia
F508723,C1237,2024-10,P02,29715.34,2024-11-10,2024-11-10,Mercado Pago
F531773,C3219,2025-03,P02,31759.52,2025-04-10,,
F569561,C3464,2025-12,P04,82859.97,2026-01-10,2026-01-10,Débito automático
F598466,C3236,2026-07,P01,34532.31,2026-08-10,2026-08-10,Transferencia
F553169,C3861,2025-08,P03,53173.71,2025-09-10,,
F595440,C4624,2026-06,P01,33924.94,2026-07-10,10/07/2026,Mercado Pago
F592293,C5818,2026-05,P03,64036.15,2026-06-10,10/06/2026,Transferencia
F524228,C4169,2025-01,P01,24132.9,2025-02-10,2025-02-10,Mercado Pago
F587952,C5543,2026-04,P05,118738.06,2026-05-10,2026-05-10,Transferencia
F517946,C1999,2024-12,P05,83175.62,2025-01-10,2025-01-10,Débito automático
F524745,C4706,2025-01,P02,31353.18,2025-02-10,,
F505290,C2054,2024-09,P02,30221.99,2024-10-10,13/10/2024,Transferencia
F537640,C5073,2025-04,P03,48427.47,2025-05-10,2025-05-16,Débito automático
F552263,C2826,2025-08,P06,123448.44,2025-09-10,2025-09-25,Transferencia
F550616,C5694,2025-07,P03,50590.61,2025-08-10,14/08/2025,Mercado Pago
F555567,C1825,2025-09,P01,29141.42,2025-10-10,2025-10-10,Débito automático
F524052,C3986,2025-01,P02,32248.01,2025-02-10,10/02/2025,Débito automático
F528788,C4541,2025-02,P06,104140.29,2025-03-10,2025-03-10,Débito automático
F521086,C5273,2024-12,P01,24613.91,2025-01-10,2025-01-10,Débito automático
F512670,C5259,2024-10,P01,21654.65,2024-11-10,2024-11-10,Débito automático
F573227,C2817,2026-01,P02,43302.77,2026-02-10,2026-02-20,Débito automático
F594285,C3117,2026-06,P05,115134.77,2026-07-10,2026-07-14,Débito automático
F547755,C2463,2025-07,P04,69515.29,2025-08-10,,
F513595,C1881,2024-11,P02,29553.39,2024-12-10,2024-12-10,Transferencia
F564391,C2334,2025-11,P04,75887.2,2025-12-10,10/12/2025,Transferencia
F539890,C2950,2025-05,P04,68120.37,2025-06-10,10/06/2025,Débito automático
F500798,C1798,2024-08,P01,22209.78,2024-09-10,2024-09-15,Transferencia
F516617,C4998,2024-11,P03,42036.46,2024-12-10,2024-12-10,Débito automático
F533780,C5390,2025-03,P02,32456.64,2025-04-10,2025-04-23,Débito automático
F539026,C1997,2025-05,P03,49067.94,2025-06-10,,
F510071,C2609,2024-10,P02,30134.03,2024-11-10,2024-11-10,Efectivo / Sucursal
F544562,C3543,2025-06,P04,72595.17,2025-07-10,2025-07-10,Débito automático
F554841,C1018,2025-09,P03,54292.19,2025-10-10,2025-10-10,Transferencia
F560993,C3239,2025-10,P02,38712.1,2025-11-10,2025-11-10,Efectivo / Sucursal
F542019,C5351,2025-05,P01,27694.71,2025-06-10,2025-06-10,Mercado Pago
F544791,C3807,2025-06,P02,35852.91,2025-07-10,2025-07-15,Débito automático
F527654,C3323,2025-02,P01,23263.2,2025-03-10,2025-03-10,Transferencia
F555132,C1347,2025-09,P04,77153.46,2025-10-10,2025-10-10,Efectivo / Sucursal
F535588,C2805,2025-04,P02,34836.64,2025-05-10,2025-05-10,Transferencia
F528386,C4116,2025-02,P04,64154.4,2025-03-10,10/03/2025,Débito automático
F599798,C4974,2026-07,P01,33262.46,2026-08-10,,
F593812,C2539,2026-06,P02,46019.71,2026-07-10,2026-07-26,Efectivo / Sucursal
F518263,C2337,2024-12,P04,64123.97,2025-01-10,2025-01-10,Tarjeta
F551677,C2164,2025-08,P05,95523.06,2025-09-10,17/09/2025,Mercado Pago
F514877,C3208,2024-11,P06,96606.15,2024-12-10,,
F566383,C4671,2025-11,P02,39411.51,2025-12-10,2025-12-10,Efectivo / Sucursal
F588970,C1636,2026-05,P04,86742.77,2026-06-10,2026-06-15,Débito automático
F534071,C1151,2025-04,P02,34954.44,2025-05-10,2025-05-18,Débito automático
F552341,C2915,2025-08,P03,53990.83,2025-09-10,2025-09-16,Débito automático
F570501,C4591,2025-12,P02,41010.32,2026-01-10,21/01/2026,Efectivo / Sucursal
F549505,C4455,2025-07,P05,89568.11,2025-08-10,2025-08-12,Transferencia
F572174,C1571,2026-01,P01,30265.61,2026-02-10,2026-02-10,Débito automático
F547129,C1754,2025-07,P06,113028.12,2025-08-10,2025-08-10,Transferencia
F563949,C1812,2025-11,P01,28080.7,2025-12-10,2025-12-10,Transferencia
F597743,C2327,2026-07,P03,64501.86,2026-08-10,,
F551300,C1740,2025-08,P03,54102.02,2025-09-10,10/09/2025,Efectivo / Sucursal
F582749,C4204,2026-03,P01,30945.23,2026-04-10,2026-04-10,Efectivo / Sucursal
F577485,C2890,2026-02,P02,42849.57,2026-03-10,2026-03-25,Débito automático
F567543,C1114,2025-12,P02,42108.63,2026-01-10,2026-01-10,Transferencia
F541372,C4624,2025-05,P01,25750.83,2025-06-10,2025-06-10,Mercado Pago
F543832,C2726,2025-06,P01,26023.42,2025-07-10,2025-07-10,Transferencia
F594876,C3888,2026-06,P01,33158.87,2026-07-10,2026-07-24,Transferencia
F523072,C2940,2025-01,P02,32455.97,2025-02-10,2025-02-10,Mercado Pago
F573086,C2649,2026-01,P01,31111.6,2026-02-10,2026-02-10,Transferencia
F596317,C5745,2026-06,P04,90874.09,2026-07-10,2026-07-18,Débito automático
F554987,C1183,2025-09,P03,53932.14,2025-10-10,10/10/2025,Transferencia
F512414,C4999,2024-10,P05,76857.65,2024-11-10,2024-11-11,Débito automático
F599605,C4730,2026-07,P02,46084.46,2026-08-10,2026-08-10,Mercado Pago
F567984,C1618,2025-12,P03,58667.59,2026-01-10,10/01/2026,Transferencia
F564037,C1916,2025-11,P03,55371.51,2025-12-10,,
F538640,C1572,2025-05,P01,26257.92,2025-06-10,2025-06-10,Mercado Pago
F512114,C4692,2024-10,P01,22575.52,2024-11-10,2024-11-16,Débito automático
F501199,C2199,2024-08,P02,30882.12,2024-09-10,2024-09-10,Transferencia
F536242,C3520,2025-04,P02,34776.44,2025-05-10,,
F549663,C4636,2025-07,P04,69202.89,2025-08-10,2025-08-13,Débito automático
F591283,C4542,2026-05,P05,118609.39,2026-06-10,12/06/2026,Mercado Pago
F576565,C1791,2026-02,P06,135357.66,2026-03-10,2026-03-10,Transferencia
F540500,C3629,2025-05,P03,49543.37,2025-06-10,2025-06-10,Débito automático
F504809,C1569,2024-09,P02,29580.21,2024-10-10,2024-10-11,Efectivo / Sucursal
F557699,C4285,2025-09,P06,123806.15,2025-10-10,2025-10-10,Transferencia
F593075,C1608,2026-06,P02,46571.75,2026-07-10,2026-07-10,Débito automático
F517661,C1703,2024-12,P02,33070.66,2025-01-10,2025-01-10,Mercado Pago
F503668,C4668,2024-08,P05,75250.92,2024-09-10,,
F588156,C5780,2026-04,P02,45000.64,2026-05-10,2026-05-10,Transferencia
F537211,C4603,2025-04,P01,27393.95,2025-05-10,2025-05-26,Efectivo / Sucursal
F555884,C2196,2025-09,P06,128622.91,2025-10-10,,
F517415,C1450,2024-12,P01,24587.82,2025-01-10,,
F542564,C1322,2025-06,P05,89387.6,2025-07-10,2025-07-15,Efectivo / Sucursal
F541129,C4353,2025-05,P02,35294.29,2025-06-10,2025-06-10,Efectivo / Sucursal
F566409,C4702,2025-11,P02,39493.75,2025-12-10,2025-12-10,Efectivo / Sucursal
F517959,C2013,2024-12,P02,31716.36,2025-01-10,11/01/2025,Mercado Pago
F532022,C3489,2025-03,P02,32569.51,2025-04-10,2025-04-10,Débito automático
F585357,C2313,2026-04,P02,48679.43,2026-05-10,10/05/2026,Mercado Pago
F556481,C2870,2025-09,P04,74246.9,2025-10-10,2025-10-10,Débito automático
F511264,C3828,2024-10,P04,57157.81,2024-11-10,2024-11-10,Mercado Pago
F506454,C3226,2024-09,P05,72201.03,2024-10-10,2024-10-10,Débito automático
F509645,C2177,2024-10,P03,41303.85,2024-11-10,2024-11-10,Mercado Pago
F571745,C1082,2026-01,P03,57560.81,2026-02-10,2026-02-10,Mercado Pago
F529496,C5292,2025-02,P01,24358.8,2025-03-10,2025-03-11,Débito automático
F503214,C4214,2024-08,P01,21971.88,2024-09-10,2024-09-10,Débito automático
F528822,C4577,2025-02,P05,78710.28,2025-03-10,2025-03-10,Débito automático
F531248,C2649,2025-03,P01,23751.45,2025-04-10,2025-04-10,Débito automático
F556787,C3220,2025-09,P01,28129.55,2025-10-10,2025-10-18,Débito automático
F547166,C1794,2025-07,P04,68486.72,2025-08-10,2025-08-10,Transferencia
F543872,C2773,2025-06,P02,36193.61,2025-07-10,2025-07-12,Transferencia
F570530,C4622,2025-12,P02,42943.83,2026-01-10,2026-01-17,Transferencia
F505737,C2505,2024-09,P01,22295.87,2024-10-10,10/10/2024,Mercado Pago
F577587,C3012,2026-02,P02,42210.04,2026-03-10,2026-03-10,Mercado Pago
F590643,C3713,2026-05,P02,45677.15,2026-06-10,2026-06-10,Efectivo / Sucursal
F595387,C4552,2026-06,P03,64205.42,2026-07-10,2026-07-15,Tarjeta
F590972,C4135,2026-05,P02,46197.82,2026-06-10,2026-06-10,Tarjeta
F543672,C2551,2025-06,P01,26270.44,2025-07-10,10/07/2025,Transferencia
F592728,C1183,2026-06,P03,66262.06,2026-07-10,2026-07-10,Débito automático
F586802,C4088,2026-04,P01,33623.92,2026-05-10,14/05/2026,Transferencia
F561354,C3656,2025-10,P06,122917.37,2025-11-10,,
F559784,C1846,2025-10,P01,28807.8,2025-11-10,,
F548988,C3856,2025-07,P03,49209.91,2025-08-10,2025-08-10,Transferencia
F580809,C1844,2026-03,P01,32036.99,2026-04-10,10/04/2026,Débito automático
F552192,C2747,2025-08,P06,121040.03,2025-09-10,2025-09-10,Transferencia
F567411,C5852,2025-11,P01,27763.08,2025-12-10,2025-12-10,Tarjeta
F553663,C4441,2025-08,P01,28884.67,2025-09-10,2025-09-14,Transferencia
F574190,C3968,2026-01,P01,31333.22,2026-02-10,2026-02-10,Débito automático
F550263,C5314,2025-07,P02,36188.79,2025-08-10,2025-08-10,Transferencia
F573181,C2763,2026-01,P02,42354.28,2026-02-10,10/02/2026,Transferencia
F586709,C3971,2026-04,P03,64784.83,2026-05-10,24/05/2026,Transferencia
F562307,C4778,2025-10,P05,96542.66,2025-11-10,2025-11-10,Débito automático
F549186,C4094,2025-07,P03,52077.3,2025-08-10,2025-08-10,Débito automático
F564431,C2381,2025-11,P03,55410.21,2025-12-10,2025-12-11,Débito automático
F566187,C4438,2025-11,P03,57410.22,2025-12-10,2025-12-10,Efectivo / Sucursal
F525016,C4991,2025-01,P02,34256.13,2025-02-10,2025-02-10,Transferencia
F580178,C1100,2026-03,P03,60397.5,2026-04-10,2026-04-10,Débito automático
F554158,C5005,2025-08,P02,39112.39,2025-09-10,10/09/2025,Transferencia
F502401,C3401,2024-08,P02,30601.56,2024-09-10,2024-09-10,Efectivo / Sucursal
F568744,C2510,2025-12,P05,109993.97,2026-01-10,,
F515056,C3391,2024-11,P01,21848.28,2024-12-10,2024-12-10,Efectivo / Sucursal
F579480,C5325,2026-02,P03,58889.2,2026-03-10,2026-03-13,Efectivo / Sucursal
F500235,C1235,2024-08,P02,29618.1,2024-09-10,2024-09-10,Efectivo / Sucursal
F564987,C3017,2025-11,P01,28148.39,2025-12-10,2025-12-13,Transferencia
F539769,C2819,2025-05,P04,69224.4,2025-06-10,2025-06-10,Transferencia
F513590,C1875,2024-11,P01,21958.55,2024-12-10,2024-12-10,Débito automático
F582796,C4268,2026-03,P03,59384.37,2026-04-10,2026-04-10,Efectivo / Sucursal
F549824,C4814,2025-07,P01,25955.9,2025-08-10,2025-08-10,Transferencia
F511652,C4223,2024-10,P01,22445.09,2024-11-10,2024-11-11,Débito automático
F533026,C4582,2025-03,P01,23833.95,2025-04-10,10/04/2025,Tarjeta
F559348,C1362,2025-10,P05,97825.92,2025-11-10,,
F524942,C4910,2025-01,P04,62702.61,2025-02-10,2025-02-21,Tarjeta
F584942,C1797,2026-04,P01,33557.68,2026-05-10,2026-05-10,Tarjeta
F595428,C4609,2026-06,P02,46867.38,2026-07-10,2026-07-10,Débito automático
F530101,C1418,2025-03,P03,45448.62,2025-04-10,,
F532819,C4359,2025-03,P05,82530.05,2025-04-10,2025-04-10,Tarjeta
F536625,C3959,2025-04,P06,114202.03,2025-05-10,10/05/2025,Mercado Pago
F567476,C1036,2025-12,P01,31303.86,2026-01-10,2026-01-10,Efectivo / Sucursal
F504237,C5237,2024-08,P02,29034.36,2024-09-10,2024-09-10,Débito automático
F581616,C2825,2026-03,P03,60251.47,2026-04-10,2026-04-10,Transferencia
F540060,C3141,2025-05,P02,36257.36,2025-06-10,10/06/2025,Tarjeta
F535237,C2424,2025-04,P04,70539.97,2025-05-10,10/05/2025,Efectivo / Sucursal
F579847,C5756,2026-02,P04,83928.75,2026-03-10,23/03/2026,Mercado Pago
F504667,C1427,2024-09,P03,41350.62,2024-10-10,2024-10-10,Transferencia
F506532,C3304,2024-09,P02,30241.32,2024-10-10,,
F523076,C2944,2025-01,P05,84255.96,2025-02-10,2025-02-11,Transferencia
F550510,C5588,2025-07,P03,49658.24,2025-08-10,10/08/2025,Mercado Pago
F581936,C3216,2026-03,P02,42300.99,2026-04-10,2026-04-12,Transferencia
F504224,C5224,2024-08,P03,42329.68,2024-09-10,2024-09-10,Débito automático
F592404,C5945,2026-05,P03,63335.49,2026-06-10,2026-06-10,Débito automático
F547183,C1812,2025-07,P01,25974.2,2025-08-10,2025-08-10,Transferencia
F581113,C2220,2026-03,P01,30458.97,2026-04-10,2026-04-10,Débito automático
F559418,C1437,2025-10,P04,73923.78,2025-11-10,2025-11-15,Mercado Pago
F547084,C1703,2025-07,P02,34740.4,2025-08-10,2025-08-17,Transferencia
F599307,C4331,2026-07,P02,44166.14,2026-08-10,2026-08-10,Efectivo / Sucursal
F575086,C5050,2026-01,P01,31788.75,2026-02-10,2026-02-10,Débito automático
F549836,C4827,2025-07,P02,34958.4,2025-08-10,15/08/2025,Tarjeta
F546909,C1513,2025-07,P02,36441.78,2025-08-10,10/08/2025,Mercado Pago
F527949,C3637,2025-02,P05,82313.39,2025-03-10,10/03/2025,Débito automático
F536132,C3396,2025-04,P03,50718.68,2025-05-10,2025-05-10,Débito automático
F563731,C1559,2025-11,P01,27756.86,2025-12-10,2025-12-10,Mercado Pago
F507473,C4260,2024-09,P02,29508.43,2024-10-10,2024-10-10,Mercado Pago
F548847,C3691,2025-07,P04,70000.7,2025-08-10,2025-08-10,Transferencia
F588449,C6088,2026-04,P02,46280.34,2026-05-10,,
F505095,C1857,2024-09,P06,97275.52,2024-10-10,2024-10-10,Tarjeta
F548755,C3586,2025-07,P04,68659.97,2025-08-10,2025-08-10,Tarjeta
F576357,C1538,2026-02,P01,31829.73,2026-03-10,,
F583644,C5324,2026-03,P06,134471.71,2026-04-10,2026-04-18,Transferencia
F536389,C3685,2025-04,P06,111424.45,2025-05-10,,
F545475,C4587,2025-06,P05,88765.15,2025-07-10,10/07/2025,Mercado Pago
F577753,C3214,2026-02,P05,107629.89,2026-03-10,2026-03-18,Débito automático
F577890,C3380,2026-02,P04,81729.67,2026-03-10,2026-03-10,Transferencia
F576658,C1901,2026-02,P02,43541.76,2026-03-10,2026-03-10,Débito automático
F600128,C5413,2026-07,P02,47378.8,2026-08-10,15/08/2026,Efectivo / Sucursal
F592840,C1317,2026-06,P06,150108.01,2026-07-10,2026-07-12,Débito automático
F594966,C4001,2026-06,P03,64462.6,2026-07-10,2026-07-19,Débito automático
F534463,C1573,2025-04,P01,26222.33,2025-05-10,10/05/2025,Transferencia
F583629,C5302,2026-03,P01,30422.17,2026-04-10,10/04/2026,Débito automático
F552397,C2974,2025-08,P01,28711.09,2025-09-10,,
F526112,C1684,2025-02,P03,45814.62,2025-03-10,12/03/2025,Transferencia
F509947,C2484,2024-10,P02,30572.93,2024-11-10,,
F578163,C3702,2026-02,P02,41156.42,2026-03-10,2026-03-17,Transferencia
F512282,C4862,2024-10,P06,93830.68,2024-11-10,2024-11-10,Débito automático
F557825,C4429,2025-09,P01,28853.19,2025-10-10,2025-10-10,Débito automático
F550155,C5187,2025-07,P03,49928.27,2025-08-10,2025-08-10,Tarjeta
F596625,C6090,2026-06,P03,63765.95,2026-07-10,2026-07-30,Mercado Pago
F533159,C4723,2025-03,P06,106168.59,2025-04-10,2025-04-10,Mercado Pago
F598257,C2965,2026-07,P02,45770.35,2026-08-10,10/08/2026,Mercado Pago
F555701,C1978,2025-09,P02,38336.58,2025-10-10,,
F585796,C2837,2026-04,P06,145689.17,2026-05-10,,
F576868,C2153,2026-02,P03,58466.8,2026-03-10,,
F574676,C4557,2026-01,P02,41356.21,2026-02-10,,
F557164,C3653,2025-09,P01,28530.2,2025-10-10,2025-10-10,Efectivo / Sucursal
F541843,C5146,2025-05,P01,27047.49,2025-06-10,2025-06-10,Mercado Pago
F514100,C2406,2024-11,P02,30236.71,2024-12-10,,
F599321,C4351,2026-07,P02,47241.97,2026-08-10,2026-08-16,Transferencia
F509776,C2311,2024-10,P02,29767.05,2024-11-10,2024-11-12,Transferencia
F598051,C2708,2026-07,P05,114560.25,2026-08-10,2026-08-10,Transferencia
F553862,C4673,2025-08,P03,54209.24,2025-09-10,2025-09-10,Débito automático
F579409,C5232,2026-02,P01,30265.57,2026-03-10,2026-03-10,Transferencia
F557211,C3708,2025-09,P02,39257.69,2025-10-10,,
F594391,C3259,2026-06,P03,65845.91,2026-07-10,2026-07-10,Débito automático
F549131,C4030,2025-07,P03,48813.99,2025-08-10,13/08/2025,Débito automático
F505586,C2354,2024-09,P01,22223.54,2024-10-10,2024-10-10,Débito automático
F523537,C3434,2025-01,P02,32345.67,2025-02-10,2025-02-22,Efectivo / Sucursal
F525303,C5293,2025-01,P01,24174.05,2025-02-10,2025-02-22,Mercado Pago
F515230,C3572,2024-11,P04,58465.25,2024-12-10,2024-12-15,Tarjeta
F550853,C1241,2025-08,P06,126519.08,2025-09-10,2025-09-10,Transferencia
F558991,C5760,2025-09,P02,37767.9,2025-10-10,2025-10-10,Transferencia
F597705,C2271,2026-07,P06,151477.01,2026-08-10,2026-08-10,Débito automático
F523428,C3315,2025-01,P03,44345.83,2025-02-10,2025-02-12,Tarjeta
F501012,C2012,2024-08,P05,76311.58,2024-09-10,,
F558487,C5193,2025-09,P04,73911.61,2025-10-10,27/10/2025,Mercado Pago
F563325,C1102,2025-11,P04,77152.49,2025-12-10,2025-12-10,Transferencia
F590520,C3563,2026-05,P02,45241.76,2026-06-10,2026-06-10,Débito automático
F553847,C4654,2025-08,P01,28296.07,2025-09-10,2025-09-10,Tarjeta
F551851,C2371,2025-08,P02,39905.0,2025-09-10,2025-09-16,Mercado Pago
F535098,C2274,2025-04,P01,26929.1,2025-05-10,2025-05-17,Efectivo / Sucursal
F585250,C2169,2026-04,P04,89348.07,2026-05-10,,
F585309,C2252,2026-04,P01,33450.26,2026-05-10,2026-05-10,Efectivo / Sucursal
F544864,C3896,2025-06,P04,66795.72,2025-07-10,,
F597192,C1623,2026-07,P04,90211.95,2026-08-10,,
F513764,C2055,2024-11,P03,42281.6,2024-12-10,2024-12-10,Tarjeta
F516068,C4436,2024-11,P02,30696.07,2024-12-10,,
F592859,C1341,2026-06,P04,88138.66,2026-07-10,2026-07-10,Transferencia
F504992,C1754,2024-09,P06,97196.72,2024-10-10,2024-10-10,Mercado Pago
F582503,C3908,2026-03,P01,31086.61,2026-04-10,2026-04-17,Transferencia
F576690,C1939,2026-02,P01,30840.68,2026-03-10,,
F544595,C3581,2025-06,P02,34912.02,2025-07-10,2025-07-19,Mercado Pago
F522523,C2370,2025-01,P02,32172.44,2025-02-10,2025-02-10,Débito automático
F517341,C1375,2024-12,P04,63987.37,2025-01-10,10/01/2025,Débito automático
F522248,C2080,2025-01,P01,24542.41,2025-02-10,2025-02-15,Mercado Pago
F535926,C3172,2025-04,P01,26932.22,2025-05-10,2025-05-10,Transferencia
F558776,C5538,2025-09,P01,28582.36,2025-10-10,2025-10-10,Transferencia
F510323,C2864,2024-10,P06,95071.36,2024-11-10,,
F508204,C4997,2024-09,P02,29847.59,2024-10-10,10/10/2024,Efectivo / Sucursal
F513879,C2178,2024-11,P03,41057.25,2024-12-10,2024-12-17,Transferencia
F502354,C3354,2024-08,P02,28632.34,2024-09-10,2024-09-14,Débito automático
F553284,C4004,2025-08,P04,74689.02,2025-09-10,2025-09-14,Transferencia
F576685,C1934,2026-02,P01,31772.49,2026-03-10,2026-03-10,Transferencia
F567371,C5812,2025-11,P02,38521.47,2025-12-10,2025-12-19,Transferencia
F561761,C4143,2025-10,P01,28139.92,2025-11-10,11/11/2025,Débito automático
F549782,C4768,2025-07,P03,50479.04,2025-08-10,,
F520387,C4551,2024-12,P02,31050.17,2025-01-10,2025-01-10,Débito automático
F597164,C1584,2026-07,P03,63281.04,2026-08-10,2026-08-10,Débito automático
