id_ticket,id_cliente,fecha_apertura,fecha_cierre,categoria,canal,prioridad,satisfaccion
T907858,C4577,2025-01-19 08:00:00,2025-01-29 13:19:56,Conexión lenta / intermitencia,WhatsApp,Baja,1.0
T920806,C2530,2025-12-12 11:00:00,2025-12-12 21:44:28,Sin conexión,Sucursal,Alta,
T917486,C3708,2025-09-27 17:00:00,2025-09-29 17:24:08,WiFi / equipos,Telefónico,Media,2.0
T926128,C3577,2026-03-14 08:00:00,2026-03-15 22:25:30,Conexión lenta / intermitencia,Telefónico,Media,2.0
T902604,C2217,2024-10-04 13:00:00,2024-10-04 23:40:26,Sin conexión,WhatsApp,Media,
T908610,C2132,2025-02-04 19:00:00,2025-02-05 12:22:03,Facturación,Portal web,Media,5.0
T908062,C5105,2025-01-21 12:00:00,2025-01-22 14:14:02,Cambio de plan,Portal web,Media,4.0
T903251,C4665,2024-10-26 12:00:00,2024-10-27 22:47:06,Cambio de plan,Telefónico,Baja,4.0
T912602,C2201,2025-05-17 11:00:00,2025-05-17 19:10:50,Conexión lenta / intermitencia,WhatsApp,Alta,
T919942,C4496,2025-11-22 09:00:00,2025-11-22 18:05:36,Instalación,Sucursal,Media,5.0
T915858,C1789,2025-08-17 08:00:00,2025-08-17 18:27:55,Conexión lenta / intermitencia,WhatsApp,Media,4.0
T900710,C3630,2024-08-03 16:00:00,2024-08-04 09:16:54,WiFi / equipos,WhatsApp,Media,3.0
T900119,C1412,2024-08-20 11:00:00,2024-08-20 11:56:38,Conexión lenta / intermitencia,Portal web,Alta,
T910215,C1926,2025-03-09 17:00:00,2025-03-11 05:38:04,WiFi / equipos,Telefónico,Baja,
T904599,C5325,2024-11-26 09:00:00,2024-11-28 06:21:23,Instalación,Portal web,Baja,5.0
T902043,C4391,2024-09-11 15:00:00,2024-09-12 08:31:01,Sin conexión,WhatsApp,Media,
T907420,C3399,2025-01-03 14:00:00,2025-01-04 10:22:00,Cambio de plan,WhatsApp,Media,4.0
T906131,C4696,2024-12-10 20:00:00,2024-12-13 16:28:38,Conexión lenta / intermitencia,Sucursal,Baja,3.0
T917887,C5477,2025-09-28 19:00:00,2025-09-29 06:31:57,Facturación,Telefónico,Media,
T900318,C2075,2024-08-31 13:00:00,2024-08-31 20:55:15,Conexión lenta / intermitencia,Telefónico,Media,
T910567,C3238,2025-03-23 17:00:00,2025-03-26 04:21:16,Consulta comercial,WhatsApp,Baja,3.0
T905316,C2706,2024-12-15 10:00:00,2024-12-16 10:57:03,Consulta comercial,Portal web,Media,
T926567,C5613,2026-03-27 17:00:00,2026-03-29 01:13:16,Corte programado,Email,Baja,2.0
T914458,C5291,2025-06-15 17:00:00,2025-06-16 05:57:39,Consulta comercial,Sucursal,Media,
T913420,C1081,2025-06-12 13:00:00,2025-06-15 17:32:03,Conexión lenta / intermitencia,Email,Baja,2.0
T912874,C3320,2025-05-13 18:00:00,2025-05-13 23:13:53,Corte programado,WhatsApp,Alta,4.0
T914994,C2783,2025-07-24 15:00:00,2025-07-25 23:21:01,Corte programado,Sucursal,Baja,3.0
T921388,C4178,2025-12-05 13:00:00,2025-12-07 08:18:55,Sin conexión,Sucursal,Baja,5.0
T906524,C1243,2025-01-28 17:00:00,2025-01-29 00:30:04,WiFi / equipos,WhatsApp,Alta,
T920658,C2105,2025-12-17 19:00:00,2025-12-20 00:49:32,Sin conexión,Email,Baja,2.0
T905740,C3703,2024-12-19 09:00:00,2024-12-19 13:23:06,WiFi / equipos,Sucursal,Alta,
T928752,C5173,2026-05-02 19:00:00,2026-05-03 03:07:09,Consulta comercial,Portal web,Media,
T914954,C2640,2025-07-07 08:00:00,2025-07-08 01:47:45,Facturación,Telefónico,Baja,5.0
T905471,C3090,2024-12-09 16:00:00,2024-12-11 05:48:06,Conexión lenta / intermitencia,Sucursal,Media,
T922201,C1520,2026-01-07 08:00:00,2026-01-08 12:11:47,Conexión lenta / intermitencia,WhatsApp,Baja,4.0
T914337,C4824,2025-06-10 18:00:00,2025-06-11 17:46:49,Facturación,WhatsApp,Baja,
T916472,C4395,2025-08-08 18:00:00,2025-08-11 00:13:49,Facturación,Telefónico,Baja,3.0
T904164,C3560,2024-11-09 18:00:00,2024-11-14 04:37:01,WiFi / equipos,Telefónico,Baja,
T919767,C3719,2025-11-12 10:00:00,2025-11-12 14:31:17,WiFi / equipos,Sucursal,Alta,
T913181,C4699,2025-05-19 12:00:00,2025-05-20 13:19:19,Sin conexión,Telefónico,Media,
T900404,C2415,2024-08-28 15:00:00,2024-08-29 18:34:52,Cambio de plan,WhatsApp,Baja,
T904912,C1769,2024-12-29 12:00:00,2024-12-29 14:42:26,Conexión lenta / intermitencia,WhatsApp,Alta,4.0
T911423,C1894,2025-04-04 16:00:00,2025-04-05 01:28:42,WiFi / equipos,Email,Media,5.0
T909366,C4055,2025-02-22 20:00:00,2025-02-24 16:12:38,WiFi / equipos,Sucursal,Media,3.0
T926324,C4489,2026-03-06 10:00:00,2026-03-07 06:01:47,Sin conexión,Telefónico,Media,
T906379,C5294,2024-12-12 10:00:00,2024-12-13 03:01:25,Sin conexión,Telefónico,Media,5.0
T918626,C3663,2025-10-21 15:00:00,2025-10-24 20:45:27,Conexión lenta / intermitencia,Telefónico,Baja,
T926470,C5144,2026-03-08 18:00:00,2026-03-09 10:10:54,Corte programado,Telefónico,Baja,4.0
T914745,C1727,2025-07-28 12:00:00,2025-07-29 19:23:44,Facturación,WhatsApp,Media,4.0
T903540,C1449,2024-11-04 12:00:00,2024-11-04 20:55:38,Conexión lenta / intermitencia,Sucursal,Alta,5.0
T906311,C5113,2024-12-29 11:00:00,2024-12-31 16:40:20,Conexión lenta / intermitencia,Telefónico,Media,
T909220,C3681,2025-02-10 19:00:00,2025-02-14 03:52:55,Conexión lenta / intermitencia,WhatsApp,Baja,
T905518,C3178,2024-12-16 14:00:00,2024-12-18 04:27:59,Consulta comercial,Portal web,Media,3.0
T918821,C4452,2025-10-23 10:00:00,2025-10-25 04:10:16,Conexión lenta / intermitencia,Sucursal,Baja,4.0
T921074,C3320,2025-12-26 09:00:00,2025-12-27 06:07:14,Facturación,WhatsApp,Alta,2.0
T902595,C2189,2024-10-11 12:00:00,2024-10-11 17:15:15,Sin conexión,WhatsApp,Media,
T929765,C4713,2026-06-18 09:00:00,2026-06-19 07:04:42,WiFi / equipos,WhatsApp,Baja,
T924397,C2594,2026-02-02 20:00:00,2026-02-03 02:42:16,Conexión lenta / intermitencia,Telefónico,Alta,
T924991,C4340,2026-02-21 09:00:00,2026-02-22 14:07:31,Sin conexión,Sucursal,Media,5.0
T925183,C4929,2026-02-13 08:00:00,2026-02-14 19:40:54,Conexión lenta / intermitencia,WhatsApp,Baja,5.0
T906655,C1546,2025-01-07 12:00:00,2025-01-08 19:56:25,Cambio de plan,WhatsApp,Media,
T914267,C4545,2025-06-24 16:00:00,2025-06-25 17:38:34,Sin conexión,Portal web,Media,
T915868,C1834,2025-08-31 14:00:00,2025-09-01 10:17:17,Facturación,Telefónico,Baja,4.0
T917810,C5115,2025-09-13 12:00:00,2025-09-14 12:15:19,Consulta comercial,Portal web,Baja,4.0
T921412,C4249,2025-12-07 13:00:00,2025-12-10 04:39:15,Conexión lenta / intermitencia,Telefónico,Baja,
T931131,C5783,2026-07-24 14:00:00,2026-07-25 08:01:08,Facturación,Sucursal,Baja,4.0
T921666,C5017,2025-12-23 17:00:00,2025-12-24 01:28:49,Sin conexión,Telefónico,Alta,
T924568,C3040,2026-02-25 20:00:00,2026-02-27 04:14:47,Conexión lenta / intermitencia,Telefónico,Media,
T901503,C2353,2024-09-17 19:00:00,2024-09-20 07:26:53,Facturación,Telefónico,Media,
T929060,C1305,2026-06-13 10:00:00,2026-06-14 12:37:12,Sin conexión,Telefónico,Media,3.0
T900679,C3470,2024-08-09 17:00:00,2024-08-09 23:50:52,WiFi / equipos,WhatsApp,Alta,
T927081,C2667,2026-04-24 11:00:00,2026-04-28 00:13:22,Sin conexión,Telefónico,Baja,2.0
T905852,C4011,2024-12-09 17:00:00,2024-12-12 01:03:20,WiFi / equipos,Telefónico,Media,2.0
T907195,C2819,2025-01-08 10:00:00,2025-01-11 05:52:55,Sin conexión,Sucursal,Media,3.0
T916302,C3675,2025-08-30 13:00:00,2025-08-31 18:57:58,Facturación,Sucursal,Baja,3.0
T910096,C1467,2025-03-08 14:00:00,2025-03-08 21:57:10,WiFi / equipos,Telefónico,Alta,
T902940,C3433,2024-10-31 18:00:00,2024-11-01 12:43:35,Cambio de plan,Telefónico,Media,4.0
T912391,C1392,2025-05-19 14:00:00,2025-05-21 09:41:55,Corte programado,WhatsApp,Baja,3.0
T921438,C4320,2025-12-13 17:00:00,2025-12-15 10:04:19,Consulta comercial,WhatsApp,Media,4.0
T901851,C3651,2024-09-27 18:00:00,2024-10-02 00:11:07,Consulta comercial,Telefónico,Baja,
T901071,C4975,2024-08-15 08:00:00,2024-08-16 02:03:04,Conexión lenta / intermitencia,Telefónico,Baja,3.0
T917930,C5648,2025-09-10 16:00:00,2025-09-10 20:08:30,Conexión lenta / intermitencia,Telefónico,Alta,3.0
T906785,C1854,2025-01-09 09:00:00,2025-01-10 09:50:10,Corte programado,Telefónico,Media,
T914445,C5237,2025-06-07 08:00:00,2025-06-07 17:43:11,Facturación,WhatsApp,Media,4.0
T910673,C3642,2025-03-24 19:00:00,2025-03-24 22:48:15,Sin conexión,Telefónico,Alta,
T928591,C4389,2026-05-02 11:00:00,2026-05-04 22:13:16,WiFi / equipos,WhatsApp,Media,3.0
T903393,C5226,2024-10-23 10:00:00,2024-10-26 11:07:08,Sin conexión,Portal web,Media,2.0
T917484,C3694,2025-09-02 10:00:00,2025-09-03 22:05:12,Conexión lenta / intermitencia,Telefónico,Media,3.0
T927609,C5095,2026-04-06 18:00:00,2026-04-09 07:23:24,Instalación,Sucursal,Baja,2.0
T916803,C1122,2025-09-08 20:00:00,2025-09-10 02:15:26,Consulta comercial,Sucursal,Media,4.0
T924897,C4085,2026-02-12 20:00:00,2026-02-13 13:54:53,Consulta comercial,Telefónico,Media,3.0
T922204,C1532,2026-01-08 12:00:00,2026-01-09 09:44:40,Conexión lenta / intermitencia,Portal web,Media,3.0
T931154,C5860,2026-07-02 08:00:00,2026-07-03 12:57:26,Instalación,WhatsApp,Media,
T910140,C1615,2025-03-01 08:00:00,2025-03-01 23:40:16,Facturación,Telefónico,Baja,
T914607,C1142,2025-07-17 12:00:00,2025-07-18 10:05:13,Corte programado,Telefónico,Media,2.0
T925624,C1312,2026-03-23 14:00:00,2026-03-23 16:52:05,Sin conexión,WhatsApp,Alta,5.0
T921121,C3437,2025-12-20 12:00:00,2025-12-22 21:43:00,Sin conexión,Portal web,Media,3.0
T908401,C1565,2025-02-15 11:00:00,2025-02-18 08:03:55,Facturación,Sucursal,Baja,3.0
T921783,C5335,2025-12-02 16:00:00,2025-12-03 12:39:30,Conexión lenta / intermitencia,Telefónico,Media,5.0
T923208,C4278,2026-01-11 19:00:00,2026-01-13 07:16:35,Consulta comercial,Telefónico,Baja,
T904894,C1730,2024-12-29 18:00:00,2024-12-31 09:15:30,WiFi / equipos,Telefónico,Media,
T908721,C2471,2025-02-21 17:00:00,2025-02-22 17:11:22,WiFi / equipos,WhatsApp,Media,
T926067,C3311,2026-03-30 14:00:00,2026-03-31 09:15:49,Conexión lenta / intermitencia,Telefónico,Media,4.0
T917107,C2281,2025-09-26 08:00:00,2025-09-27 04:37:39,Facturación,WhatsApp,Media,4.0
T921561,C4698,2025-12-27 14:00:00,2025-12-28 17:14:52,Facturación,WhatsApp,Media,
T918245,C2078,2025-10-22 19:00:00,2025-10-23 22:28:47,Instalación,WhatsApp,Media,
T928896,C5762,2026-05-09 16:00:00,2026-05-09 20:35:14,Consulta comercial,WhatsApp,Alta,
T930655,C3536,2026-07-07 09:00:00,2026-07-07 16:54:19,Facturación,Email,Baja,5.0
T908499,C1835,2025-02-14 17:00:00,2025-02-15 20:40:38,Cambio de plan,Telefónico,Baja,3.0
T918628,C3666,2025-10-22 14:00:00,2025-10-22 18:50:02,Conexión lenta / intermitencia,Telefónico,Alta,
T918377,C2646,2025-10-29 12:00:00,2025-10-30 04:12:32,WiFi / equipos,Sucursal,Media,
T919160,C5805,2025-10-31 13:00:00,2025-10-31 22:41:14,Facturación,Email,Alta,5.0
T927701,C5502,2026-04-25 16:00:00,2026-04-26 15:42:38,Sin conexión,Telefónico,Media,3.0
T916588,C4911,2025-08-13 14:00:00,2025-08-13 23:31:31,Consulta comercial,Telefónico,Media,
T924080,C1706,2026-02-18 18:00:00,2026-02-20 08:52:29,Conexión lenta / intermitencia,Telefónico,Media,4.0
T923616,C5458,2026-01-15 17:00:00,2026-01-16 12:41:12,WiFi / equipos,Sucursal,Media,2.0
T906118,C4666,2024-12-19 11:00:00,2024-12-20 02:29:15,Sin conexión,Telefónico,Media,4.0
T919844,C4046,2025-11-19 20:00:00,2025-11-20 07:13:44,Facturación,WhatsApp,Media,
T912717,C2658,2025-05-15 11:00:00,2025-05-17 19:35:33,Facturación,WhatsApp,Baja,
T906568,C1355,2025-01-26 20:00:00,2025-01-27 16:09:03,WiFi / equipos,Telefónico,Media,
T905671,C3550,2024-12-08 20:00:00,2024-12-10 17:57:00,Instalación,Telefónico,Media,2.0
T929870,C5161,2026-06-26 11:00:00,2026-06-27 07:34:29,Sin conexión,WhatsApp,Baja,
T908950,C2977,2025-02-19 14:00:00,2025-02-19 23:38:25,Corte programado,WhatsApp,Media,4.0
T921877,C5589,2025-12-19 11:00:00,2025-12-20 19:02:16,Conexión lenta / intermitencia,Telefónico,Media,3.0
T930191,C1320,2026-07-28 18:00:00,2026-07-30 00:24:43,Conexión lenta / intermitencia,Telefónico,Media,
T913331,C5351,2025-05-13 13:00:00,2025-05-13 17:36:38,Conexión lenta / intermitencia,Sucursal,Alta,4.0
T900575,C3033,2024-08-14 14:00:00,2024-08-15 13:48:32,Consulta comercial,Portal web,Media,5.0
T927973,C1606,2026-05-05 13:00:00,2026-05-08 18:00:56,Facturación,Portal web,Baja,
T927253,C3426,2026-04-29 19:00:00,2026-04-30 07:27:47,Consulta comercial,WhatsApp,Baja,
T928037,C1895,2026-05-19 16:00:00,2026-05-20 07:24:02,Sin conexión,Telefónico,Media,5.0
T915124,C3298,2025-07-15 11:00:00,2025-07-15 19:38:54,WiFi / equipos,Telefónico,Media,
T916699,C5421,2025-08-04 12:00:00,2025-08-04 19:04:24,Facturación,Telefónico,Alta,5.0
T920010,C4834,2025-11-07 10:00:00,2025-11-09 03:08:21,Sin conexión,Telefónico,Baja,4.0
T930704,C3728,2026-07-25 11:00:00,,Conexión lenta / intermitencia,Sucursal,Media,
T929776,C4745,2026-06-29 09:00:00,2026-06-30 06:34:15,Corte programado,Sucursal,Baja,
T908696,C2403,2025-02-22 20:00:00,2025-03-07 03:20:45,Corte programado,Sucursal,Baja,
T910515,C3074,2025-03-19 17:00:00,2025-03-22 10:35:24,Conexión lenta / intermitencia,WhatsApp,Media,
T925858,C2388,2026-03-05 08:00:00,2026-03-06 07:42:57,Cambio de plan,Telefónico,Media,
T917233,C2752,2025-09-15 18:00:00,2025-09-20 04:47:38,Conexión lenta / intermitencia,Portal web,Baja,1.0
T902249,C5117,2024-09-09 19:00:00,2024-09-10 09:31:37,Sin conexión,WhatsApp,Baja,
T915959,C2216,2025-08-20 09:00:00,2025-08-23 18:20:07,Conexión lenta / intermitencia,Telefónico,Media,3.0
T905617,C3431,2024-12-26 10:00:00,2024-12-27 19:19:46,Instalación,Portal web,Media,
T929711,C4451,2026-06-12 16:00:00,2026-06-13 20:40:58,Consulta comercial,Sucursal,Baja,
T913510,C1438,2025-06-27 17:00:00,2025-06-27 22:33:06,Conexión lenta / intermitencia,Sucursal,Media,4.0
T922487,C2264,2026-01-16 15:00:00,2026-01-19 05:54:55,Conexión lenta / intermitencia,WhatsApp,Baja,4.0
T921688,C5074,2025-12-28 11:00:00,2025-12-29 04:38:54,Sin conexión,Portal web,Media,
T920437,C1456,2025-12-05 14:00:00,2025-12-06 17:07:34,Sin conexión,Telefónico,Media,4.0
T924542,C2981,2026-02-11 14:00:00,2026-02-11 22:53:37,Conexión lenta / intermitencia,Telefónico,Alta,5.0
T928743,C5123,2026-05-09 12:00:00,2026-05-11 15:58:22,Facturación,Sucursal,Baja,3.0
T914391,C5021,2025-06-14 09:00:00,2025-06-16 10:55:09,WiFi / equipos,Telefónico,Baja,
T920461,C1507,2025-12-26 11:00:00,2025-12-27 03:53:33,Conexión lenta / intermitencia,Telefónico,Alta,
T900998,C4655,2024-08-31 20:00:00,2024-09-02 08:15:20,Sin conexión,Telefónico,Media,
T920717,C2246,2025-12-29 10:00:00,2026-01-01 16:35:52,WiFi / equipos,Sucursal,Baja,1.0
T912927,C3557,2025-05-18 12:00:00,2025-05-20 04:38:25,Instalación,WhatsApp,Baja,3.0
T911587,C2518,2025-04-22 08:00:00,2025-04-22 16:16:08,Facturación,Sucursal,Media,5.0
T916936,C1598,2025-09-13 12:00:00,2025-09-18 19:43:03,Sin conexión,Telefónico,Baja,
T928117,C2253,2026-05-31 09:00:00,2026-05-31 11:08:51,Conexión lenta / intermitencia,Portal web,Alta,
T920757,C2369,2025-12-23 20:00:00,2025-12-24 05:27:52,WiFi / equipos,Telefónico,Media,
T919882,C4208,2025-11-17 14:00:00,2025-11-18 01:31:20,WiFi / equipos,WhatsApp,Media,5.0
T917795,C5082,2025-09-17 19:00:00,2025-09-22 15:33:43,WiFi / equipos,Telefónico,Baja,
T914573,C1034,2025-07-14 13:00:00,2025-07-15 08:22:45,Sin conexión,Telefónico,Media,4.0
T908033,C5026,2025-01-13 16:00:00,2025-01-13 22:36:44,Conexión lenta / intermitencia,Sucursal,Alta,
T901408,C2014,2024-09-23 08:00:00,2024-09-29 15:45:27,WiFi / equipos,WhatsApp,Baja,
T928758,C5200,2026-05-22 14:00:00,2026-05-23 10:45:56,Facturación,Sucursal,Baja,3.0
T928374,C3356,2026-05-11 10:00:00,2026-05-12 00:51:19,Conexión lenta / intermitencia,Sucursal,Alta,5.0
T914022,C3474,2025-06-09 19:00:00,2025-06-10 16:34:16,WiFi / equipos,Telefónico,Media,3.0
T914255,C4496,2025-06-21 16:00:00,2025-06-22 00:02:05,Conexión lenta / intermitencia,WhatsApp,Media,
T913842,C2774,2025-06-25 17:00:00,2025-06-26 09:13:26,Sin conexión,Email,Media,
T926921,C1975,2026-04-22 14:00:00,2026-04-23 15:42:52,WiFi / equipos,Portal web,Baja,5.0
T911781,C3378,2025-04-30 20:00:00,2025-05-04 00:34:47,Corte programado,Telefónico,Baja,2.0
T925072,C4586,2026-02-23 12:00:00,2026-02-24 00:29:43,Sin conexión,Telefónico,Media,
T900694,C3558,2024-08-19 09:00:00,2024-08-20 07:18:34,Consulta comercial,Sucursal,Media,2.0
T910726,C3838,2025-03-14 12:00:00,2025-03-15 22:12:55,Facturación,Sucursal,Baja,5.0
T921396,C4207,2025-12-18 18:00:00,2025-12-19 15:45:57,Consulta comercial,Sucursal,Baja,2.0
T903444,C1084,2024-11-22 12:00:00,2024-11-22 15:07:05,Conexión lenta / intermitencia,WhatsApp,Alta,
T909175,C3571,2025-02-27 08:00:00,2025-03-01 14:12:46,WiFi / equipos,Telefónico,Baja,
T904176,C3635,2024-11-14 08:00:00,2024-11-15 15:57:44,WiFi / equipos,Telefónico,Media,
T920607,C1931,2025-12-02 19:00:00,2025-12-04 07:32:26,Corte programado,Telefónico,Baja,
T913845,C2776,2025-06-05 12:00:00,2025-06-05 16:20:43,Conexión lenta / intermitencia,Telefónico,Alta,
T910459,C2864,2025-03-28 20:00:00,2025-03-29 10:15:07,Instalación,WhatsApp,Media,3.0
T926535,C5457,2026-03-08 20:00:00,2026-03-09 05:12:03,Conexión lenta / intermitencia,Email,Media,5.0
T913383,C5587,2025-05-18 15:00:00,2025-05-20 22:17:01,Conexión lenta / intermitencia,WhatsApp,Baja,
T921377,C4139,2025-12-17 15:00:00,2025-12-18 06:42:52,Conexión lenta / intermitencia,Telefónico,Media,
T916646,C5153,2025-08-15 18:00:00,2025-08-17 03:41:47,WiFi / equipos,WhatsApp,Baja,3.0
T911530,C2315,2025-04-18 18:00:00,2025-04-19 11:00:04,Facturación,Telefónico,Media,
T930771,C4064,2026-07-25 11:00:00,2026-07-25 19:13:11,Sin conexión,Telefónico,Media,5.0
T905498,C3136,2024-12-21 14:00:00,2024-12-24 22:39:10,Cambio de plan,Telefónico,Baja,1.0
T903876,C2598,2024-11-15 16:00:00,2024-11-16 04:34:09,Sin conexión,Telefónico,Media,5.0
T920401,C1361,2025-12-18 14:00:00,2025-12-26 13:34:27,Conexión lenta / intermitencia,Telefónico,Baja,
T903627,C1709,2024-11-06 09:00:00,2024-11-07 17:36:47,Facturación,Sucursal,Baja,5.0
T924517,C2910,2026-02-06 11:00:00,2026-02-06 15:03:44,WiFi / equipos,Telefónico,Alta,
T916830,C1194,2025-09-10 09:00:00,2025-09-11 11:53:17,WiFi / equipos,WhatsApp,Media,
T906753,C1768,2025-01-25 08:00:00,2025-01-26 04:31:23,WiFi / equipos,Telefónico,Media,
T905112,C2273,2024-12-15 09:00:00,2024-12-17 13:19:39,Instalación,Telefónico,Baja,4.0
T914158,C4037,2025-06-22 16:00:00,2025-06-24 21:50:00,Consulta comercial,Telefónico,Baja,4.0
T916013,C2463,2025-08-21 12:00:00,2025-08-21 16:37:37,Sin conexión,Telefónico,Alta,5.0
T903556,C1492,2024-11-02 13:00:00,2024-11-03 05:58:14,Sin conexión,WhatsApp,Baja,5.0
T910387,C2607,2025-03-18 15:00:00,2025-03-20 02:17:38,Instalación,Telefónico,Media,3.0
T919752,C3665,2025-11-20 14:00:00,2025-11-20 20:13:37,Sin conexión,Telefónico,Media,5.0
T925543,C5974,2026-02-16 13:00:00,2026-02-20 18:23:34,Conexión lenta / intermitencia,Telefónico,Baja,
T911060,C5071,2025-03-28 17:00:00,2025-03-30 05:35:42,WiFi / equipos,WhatsApp,Media,5.0
T902527,C1873,2024-10-18 16:00:00,2024-10-19 01:52:16,Instalación,Sucursal,Media,5.0
T925546,C5979,2026-02-15 20:00:00,2026-02-16 07:35:33,WiFi / equipos,WhatsApp,Alta,
T915033,C2907,2025-07-07 16:00:00,2025-07-08 05:56:51,Sin conexión,Telefónico,Alta,
T926518,C5374,2026-03-04 19:00:00,2026-03-06 10:34:51,Conexión lenta / intermitencia,WhatsApp,Baja,5.0
T925798,C2100,2026-03-31 18:00:00,2026-04-01 12:18:12,Instalación,Telefónico,Baja,5.0
T901169,C1142,2024-09-14 08:00:00,2024-09-16 03:24:00,Sin conexión,Telefónico,Media,
T916137,C3019,2025-08-13 13:00:00,2025-08-14 21:39:37,WiFi / equipos,Telefónico,Media,
T920529,C1687,2025-12-17 14:00:00,2025-12-18 14:00:13,Sin conexión,Portal web,Media,3.0
T907893,C4657,2025-01-30 15:00:00,2025-02-02 18:48:30,Instalación,Telefónico,Baja,2.0
T903150,C4254,2024-10-10 17:00:00,2024-10-12 22:38:41,Consulta comercial,WhatsApp,Baja,3.0
T912007,C4290,2025-04-30 17:00:00,2025-05-01 02:57:47,Conexión lenta / intermitencia,Portal web,Media,5.0
T917265,C2893,2025-09-17 19:00:00,2025-09-18 01:58:45,Conexión lenta / intermitencia,Telefónico,Media,
T919123,C5654,2025-10-06 17:00:00,2025-10-07 09:03:35,Facturación,Telefónico,Media,
T913440,C1152,2025-06-17 10:00:00,2025-06-17 23:50:20,Sin conexión,Portal web,Media,5.0
T901468,C2214,2024-09-22 11:00:00,2024-09-22 19:08:17,Instalación,Telefónico,Alta,
T908155,C5331,2025-01-14 12:00:00,2025-01-15 14:57:04,Cambio de plan,WhatsApp,Media,3.0
T926802,C1458,2026-04-07 13:00:00,2026-04-09 07:03:59,Cambio de plan,Sucursal,Baja,2.0
T913834,C2747,2025-06-14 19:00:00,2025-06-15 08:20:57,Conexión lenta / intermitencia,Portal web,Media,4.0
T912154,C4909,2025-04-24 10:00:00,2025-04-25 21:40:08,Conexión lenta / intermitencia,Portal web,Media,3.0
T916837,C1224,2025-09-16 19:00:00,2025-09-17 05:08:04,WiFi / equipos,Telefónico,Media,
T928951,C5970,2026-05-24 18:00:00,2026-05-25 11:55:28,Corte programado,Telefónico,Baja,4.0
T904138,C3466,2024-11-12 20:00:00,2024-11-13 04:53:33,WiFi / equipos,Telefónico,Alta,
T919424,C2239,2025-11-11 17:00:00,2025-11-12 05:44:46,Instalación,WhatsApp,Baja,5.0
T925997,C3019,2026-03-28 08:00:00,2026-03-28 16:23:38,Sin conexión,WhatsApp,Media,4.0
T904151,C3503,2024-11-07 08:00:00,2024-11-07 15:02:37,WiFi / equipos,Telefónico,Alta,4.0
T906469,C1093,2025-01-01 18:00:00,2025-01-02 19:20:31,Facturación,Telefónico,Media,
T914018,C3444,2025-06-01 14:00:00,2025-06-01 22:17:07,Conexión lenta / intermitencia,Sucursal,Media,5.0
T916964,C1694,2025-09-29 19:00:00,2025-10-01 07:50:07,Sin conexión,Email,Baja,5.0
T906572,C1357,2025-01-02 15:00:00,2025-01-03 10:39:56,Facturación,Email,Media,5.0
T915367,C4402,2025-07-21 15:00:00,2025-07-21 23:15:34,Sin conexión,Telefónico,Alta,
T926883,C1813,2026-04-17 18:00:00,2026-04-18 14:59:35,Sin conexión,Email,Media,
T925408,C5612,2026-02-01 17:00:00,2026-02-02 06:32:38,Sin conexión,WhatsApp,Media,5.0
T915156,C3461,2025-07-01 15:00:00,2025-07-05 23:02:35,Sin conexión,Sucursal,Baja,
T913780,C2518,2025-06-10 10:00:00,2025-06-12 02:49:46,Instalación,WhatsApp,Baja,
T900868,C4171,2024-08-23 12:00:00,2024-08-23 16:13:05,Conexión lenta / intermitencia,Telefónico,Alta,
T920542,C1719,2025-12-09 11:00:00,2025-12-10 18:04:36,Conexión lenta / intermitencia,Telefónico,Media,
T930424,C2469,2026-07-23 19:00:00,,WiFi / equipos,Telefónico,Baja,
T926804,C1469,2026-04-29 18:00:00,2026-04-30 14:44:07,Instalación,Email,Media,4.0
T900403,C2409,2024-08-24 15:00:00,2024-08-25 00:19:18,Consulta comercial,Telefónico,Media,
T904429,C4671,2024-11-28 13:00:00,2024-11-28 19:09:33,Conexión lenta / intermitencia,Telefónico,Alta,5.0
T903058,C3960,2024-10-08 20:00:00,2024-10-09 10:02:08,WiFi / equipos,Portal web,Media,5.0
T928647,C4690,2026-05-14 12:00:00,2026-05-15 13:35:42,Facturación,WhatsApp,Baja,4.0
T907061,C2489,2025-01-29 08:00:00,2025-01-29 22:29:19,Conexión lenta / intermitencia,Portal web,Alta,4.0
T916549,C4705,2025-08-30 17:00:00,2025-08-31 21:36:11,Consulta comercial,Telefónico,Media,4.0
T914864,C2234,2025-07-05 12:00:00,2025-07-07 01:39:51,Conexión lenta / intermitencia,Portal web,Baja,
T910391,C2613,2025-03-20 16:00:00,2025-03-21 17:04:53,Facturación,Email,Media,
T911348,C1638,2025-04-15 13:00:00,2025-04-16 15:57:31,Sin conexión,Telefónico,Media,
T912213,C5192,2025-04-14 20:00:00,2025-04-15 00:44:49,WiFi / equipos,Telefónico,Alta,5.0
T903318,C4914,2024-10-03 14:00:00,2024-10-07 10:32:33,Instalación,WhatsApp,Baja,2.0
T912119,C4767,2025-04-04 13:00:00,2025-04-08 01:10:15,Conexión lenta / intermitencia,Portal web,Baja,
T907866,C4590,2025-01-30 12:00:00,2025-02-02 09:18:35,Sin conexión,WhatsApp,Baja,3.0
T912127,C4797,2025-04-26 17:00:00,2025-04-27 05:27:05,Conexión lenta / intermitencia,Telefónico,Alta,
T906852,C2018,2025-01-18 13:00:00,2025-01-23 14:17:18,WiFi / equipos,Telefónico,Baja,2.0
